"WO/SO #","Customer","Invoice#","Outgoing Form#","Invoice Date"
"SO-20251440","InflexionPoint, LLC","DS-20251180","O2510-096",""
"SO-20251516","Industrial PC","DS-20251181","O2510-097",""
"SO-20251176","Uber Technologies","DS-20251182","O2510-098",""
"SO-20251430","Noah Medical Corporation","DS-20251183","O2510-099",""
"SO-20251430","Noah Medical Corporation","DS-20251184","O2510-100",""
"SO-20251385","Scout AI Inc.","DS-20251185","O2510-101",""
"SO-20251385","Scout AI Inc.","DS-20251185r2","O2510-101",""
"SO-20251497","Pattern Labs, Inc.","DS-20251187","O2510-103",""
"SO-20251341","Graftek Imaging Inc.","DS-20251188","O2510-104",""
"SO-20251464","DSC Dredge LLC","DS-20251189","O2510-105",""
"SO-20251432","Boson Motor Inc","DS-20251190","O2510-106",""
"SO-20251296","Laserax","DS-20251191","O2510-107",""
"SO-20251400","FK MACHINERY LIMITED","DS-20251192","O2510-108",""
"SO-20251362","Lightning Pick","DS-20251193","O2510-109",""
"SO-20251281","L3 HARRIS TECHNOLOGIES INC.","DS-20251194","O2510-110",""
"SO-20251384","Palladyne AI Corp.","DS-20251195","O2510-111",""
"SO-20251410","International Road Dynamics Inc.","DS-20251196","O2510-112",""
"SO-20251408","Terabox SPA","DS-20251197","O2510-113",""
"SO-20251481","COAST Automation","DS-20251198","O2510-114",""
"SO-20251194","Neya Systems","DS-20251199","O2510-115",""
"SO-20251177","Uber Technologies","DS-20251200","O2510-116",""
"SO-20251393","Boston Scientific","DS-20251201","O2510-117",""
"SO-20251406","University of Illinois Urbana-Champaign","DS-20251202","O2510-118",""
"SO-20251397","PaR Systems, LLC","DS-20251203","O2510-119",""
"SO-20251299","ABB ?lectrification Canada
Inc.","DS-20251204","O2510-120",""
"SO-20251394","Boston Scientific","DS-20251206","O2510-121",""
"SO-20251395","Boston Scientific","DS-20251207","O2510-122",""
"SO-20251353","Construction Engineering Research Laboratory (CERL)","DS-20251208","O2510-123",""
"SO-20251357","W5 Engineering","DS-20251209","O2510-124",""
"SO-20251436","W5 Engineering","DS-20251210","O2510-125",""
"SO-20251398","PaR Systems, LLC","DS-20251211","O2510-126",""
"SO-20251399","PaR Systems, LLC","DS-20251211","O2510-126",""
"SO-20251381","International Road Dynamics Inc.","DS-20251212","O2510-127",""
"SO-20251401","Flanders Inc","DS-20251213","O2510-128",""
"SO-20251391","Intelligent Energy Systems","DS-20251214","O2511-001",""
"SO-20251435","Flanders Inc","DS-20251216","O2511-002",""
"SO-20251459","LM3 TECHNOLOGIES INC","DS-20251217","O2511-003",""
"SO-20251540","COAST Automation","DS-20251218","O2511-004",""
"SO-20251354","Laserax","DS-20251219","O2511-005",""
"SO-20251444","Alta Vision Systems","DS-20251220","O2511-006",""
"SO-20251502","Uber Technologies","DS-20251222","O2511-007",""
"SO-20251174","Near Earth Autonomy","DS-20251223","O2511-008",""
"SO-20251538","Emergent Vision Technologies
Inc.","DS-20251224","O2511-009",""
"SO-20251365","ASRC Federal","DS-20251225","O2511-010",""
"SO-20251455","Applied Intuition, Inc.","DS-20251226","O2511-011",""
"SO-20251369","Northbay Networks","DS-20251227","O2511-012",""
"SO-20251554","Metal Minds","DS-20251228","O2511-013",""
"SO-20251367","Maritime Applied Physics Corporation dba BlackSea Technologies","DS-20251229","O2511-014",""
"SO-20251552","COAST Automation","DS-20251230","O2511-015",""
"SO-20251545","Laserax","DS-20251231","O2511-016",""
"SO-20251251","Ridgeline Engineering Co. (REC, Inc.)","DS-20251232","O2511-017",""
"SO-20251551","Aerflite Canada Inc.","DS-20251233","O2511-018",""
"SO-20251412","Anixter Inc.","DS-20251234","O2511-019",""
"SO-20251506","Intramotev Inc","DS-20251235","O2511-020",""
"SO-20251499","FK MACHINERY LIMITED","DS-20251236","O2511-021",""
"SO-20251490","Boston Scientific","DS-20251237","O2511-022",""
"SO-20251491","Boston Scientific","DS-20251238","O2511-023",""
"SO-20251311","PrePass","DS-20251239","O2511-024",""
"SO-20251405","Jet Stream Systems Inc.","DS-20251241","O2511-025",""
"SO-20251563","Jabil","DS-20251242","O2511-026",""
"SO-20251520","Evolution Motion Solutions","DS-20251243","O2511-027",""
"SO-20251561","Ardea Technologies Inc.","DS-20251244","O2511-028",""
"SO-20251467","Cyngn Inc.","DS-20251245","O2511-029",""
"SO-20251248","Carnegie Robotics","DS-20251247","O2511-030",""
"SO-20251548","VTG","DS-20251248","O2511-031",""
"SO-20251574","Monteris Medical","DS-20251249","O2511-032",""
"SO-20251498","DSC Dredge LLC","DS-20251250","O2511-033",""
"SO-20251472","Next Imaging, Inc.","DS-20251251","O2511-034",""
"SO-20251445","NIPSCO","DS-20251252","O2511-035",""
"SO-20251030","Automated Environments","DS-20251253","O2511-036",""
"SO-20251524","COAST Automation","DS-20251254","O2511-037",""
"SO-20251446","AeroVect Technologies Inc.","DS-20251255","O2511-038",""
"SO-20251602","Digikey","DS-20251256","O2511-039",""
"SO-20251603","Digikey","DS-20251257","O2511-040",""
"SO-20251557","Safetymind","DS-20251258","O2511-041",""
"SO-20251481","COAST Automation","DS-20251259","O2511-042",""
"SO-20251258","Candela Technologies Inc","DS-20251260","O2511-043",""
"SO-20251259","Candela Technologies Inc","DS-20251260","O2511-043",""
"SO-20251588","ISIDRO DE LEON","DS-20251261","O2511-044",""
"SO-20251606","I4 SOLUTION, LLC","DS-20251262","O2511-045",""
"SO-20251611","Digikey","DS-20251264","O2511-046",""
"SO-20251179","Uber Technologies","DS-20251265","O2511-047",""
"SO-20251178","Uber Technologies","DS-20251266","O2511-048",""
"SO-20250800","Applied Intuition, Inc.","DS-20251267","O2511-049",""
"SO-20251558","Pieper Automation","DS-20251268","O2511-050",""
"SO-20251392","Greenzie","DS-20251269","O2511-051",""
"SO-20251448","PitPro
Automation","DS-20251270","O2511-052",""
"SO-20251581","Phaseshift","DS-20251271","O2511-053",""
"SO-20251625","Digikey","DS-20251272","O2511-054",""
"SO-20251450","Coleman Technologies, Inc. DBA Sciotex","DS-20251273","O2511-055",""
"SO-20251333","Monteris Medical","DS-20251274","O2511-056",""
"SO-20251571","Ank Solutions","DS-20251276","O2511-057",""
"SO-20251366","FireFly Automatix, Inc.","DS-20251277","O2511-058",""
"SO-20251630","Digikey","DS-20251279","O2511-059",""
"SO-20251527","Ascension Automation Solutions","DS-20251280","O2511-060",""
"SO-20251530","Outrun Robotics","DS-20251281","O2511-061",""
"SO-20251633","JK Peris Inc","DS-20251282","O2511-062",""
"SO-20250995","Applied Intuition, Inc.","DS-20251283","O2511-063",""
"SO-20251359","Laserax","DS-20251284","O2511-064",""
"SO-20251614","Anyware Robotics Inc.","DS-20251285","O2511-065",""
"SO-20251476","Laserax","DS-20251287","O2511-066",""
"SO-20250397","SIL4 Systems, Inc.","DS-20251288","O2511-067",""
"SO-20251639","Next Imaging, Inc.","DS-20251289","O2511-068",""
"SO-20251541","GS Engineering Inc.","DS-20251290","O2511-069",""
"SO-20251580","Lightning Pick","DS-20251291","O2511-070",""
"SO-20250600","Inficon Inc.","DS-20251292","O2511-071",""
"SO-20251348","FEV North America Inc.","DS-20251293","O2511-072",""
"SO-20251528","A? by Airbus","DS-20251294","O2511-073",""
"SO-20251648","Digikey","DS-20251296","O2511-074",""
"SO-20251565","Isuzu Technical Center of America, Inc","DS-20251298","O2511-075",""
"SO-20251641","COAST Automation","DS-20251299","O2511-076",""
"SO-20251593","rStream Recycling Inc.","DS-20251300","O2511-077",""
"SO-20251585","I4 SOLUTION, LLC","DS-20251301","O2511-078",""
"SO-20251647","Monteris Medical","DS-20251302","O2511-079",""
"SO-20251507","Arrow Electronics Inc","DS-20251303","O2511-080",""
"SO-20251517","Boston Scientific","DS-20251304","O2511-081",""
"SO-20251570","Inficon Inc.","DS-20251305","O2511-082",""
"SO-20251343","Construction Engineering Research Laboratory (CERL)","DS-20251306","O2511-083",""
"SO-20251543","RDI Technologies","DS-20251307","O2511-084",""
"SO-20251617","SVS-Vistek Inc","DS-20251308","O2511-085",""
"SO-20251531","Flyscan Systems Inc.","DS-20251309","O2511-086",""
"SO-20251484","WorkVis.io Inc","DS-20251310","O2511-087",""
"SO-20251666","California Designs & Systems, Inc.","DS-20251311","O2511-088",""
"SO-20251537","Boston Scientific","DS-20251312","O2511-089",""
"SO-20251559","Pieper Automation","DS-20251316","O2512-001",""
"SO-20251536","Laserax","DS-20251317","O2512-002",""
"SO-20251515","Rheinmetall Canada Inc.","DS-20251318","O2512-003",""
"SO-20251555","Tetra Choice LLC","DS-20251319","O2512-004",""
"SO-20251676","Ball Horticultural Company","DS-20251321","O2512-005",""
"SO-20251458","Next Imaging, Inc.","DS-20251322","O2512-006",""
"SO-20251390","Navico Group Americas LLC","DS-20251323","O2512-007",""
"SO-20251573","Kulicke and Soffa Industries, Inc.","DS-20251325","O2512-008",""
"SO-20251687","Lockheed Martin Canada","DS-20251326","O2512-009",""
"SO-20251575","Scout AI Inc.","DS-20251327","O2512-010",""
"SO-20251688","Lockheed Martin Canada","DS-20251328","O2512-011",""
"SO-20251367","Maritime Applied Physics Corporation dba BlackSea Technologies","DS-20251329","O2512-012",""
"SO-20251549","SAM Analytic Solutions","DS-20251330","O2512-013",""
"SO-20250638","FireFly Automatix, Inc.","DS-20251331","O2512-014",""
"SO-20251657","VulcanForms Inc.","DS-20251332","O2512-015",""
"SO-20251532","Velasea","DS-20251333","O2512-016",""
"SO-20251501","Meridian Electric Inc.","DS-20251334","O2512-017",""
"SO-20251587","Next Imaging, Inc.","DS-20251335","O2512-018",""
"SO-20251508","FK MACHINERY LIMITED","DS-20251336","O2512-019",""
"SO-20251542","Planted Solar","DS-20251337","O2512-020",""
"SO-20251700","Pieper Automation","DS-20251338","O2512-021",""
"SO-20251527","Ascension Automation Solutions","DS-20251339","O2512-022",""
"SO-20251709","Digikey","DS-20251340","O2512-023",""
"SO-20251622","LensLock, Inc.","DS-20251341","O2512-024",""
"SO-20251504","Ocean Power Technologies, Inc.","DS-20251343","O2512-025",""
"SO-20251710","I4 SOLUTION, LLC","DS-20251344","O2512-026",""
"SO-20250453","Tek 84 Engineering Group","DS-20251345","O2512-027",""
"SO-20251604","Aeva","DS-20251346","O2512-028",""
"SO-20251721","Digikey","DS-20251348","O2512-029",""
"SO-20251722","Digikey","DS-20251349","O2512-030",""
"SO-20251723","Digikey","DS-20251350","O2512-031",""
"SO-20251616","Boston Scientific","DS-20251351","O2512-032",""
"SO-20251618","Boston Scientific","DS-20251352","O2512-033",""
"SO-20251619","Boston Scientific","DS-20251353","O2512-034",""
"SO-20251620","Boston Scientific","DS-20251354","O2512-035",""
"SO-20251621","Boston Scientific","DS-20251355","O2512-036",""
"SO-20251712","COAST Automation","DS-20251356","O2512-037",""
"SO-20251715","COAST Automation","DS-20251356","O2512-037",""
"SO-20251667","Laserax","DS-20251357","O2512-038",""
"SO-20251707","WorkVis.io Inc","DS-20251358","O2512-039",""
"SO-20251594","Custom Panel and Controls, LLC","DS-20251359","O2512-040",""
"SO-20251533","Axon Enterprise Inc.","DS-20251360","O2512-041",""
"SO-20251731","Cognex Corporation","DS-20251361","O2512-042",""
"SO-20251739","Digikey","DS-20251362","O2512-043",""
"SO-20251669","Boston Scientific","DS-20251363","O2512-044",""
"SO-20251670","Boston Scientific","DS-20251363","O2512-044",""
"SO-20251671","Boston Scientific","DS-20251363","O2512-044",""
"SO-20251486","WorkVis.io Inc","DS-20251364","O2512-045",""
"SO-20251567","Lightning Pick","DS-20251365","O2512-046",""
"SO-20251740","Boston Scientific","DS-20251366","O2512-047",""
"SO-20251654","COAST Automation","DS-20251367","O2512-048",""
"SO-20251665","Peak WiFi, LLC","DS-20251368","O2512-049",""
"SO-20251609","Detroit Diesel Corporation","DS-20251369","O2512-050",""
"SO-20251644","Physical Sciences Inc.","DS-20251370","O2512-051",""
"SO-20251345","Keysight Technologies, Inc.","DS-20251372","O2512-052",""
"SO-20251684","JK Peris Inc","DS-20251373","O2512-053",""
"SO-20251668","Genie Mobility","DS-20251374","O2512-054",""
"SO-20251477","Vermeer Corporation","DS-20251375","O2512-055",""
"SO-20251553","Carnegie Robotics","DS-20251376","O2512-056",""
"SO-20251487","Carnegie Robotics","DS-20251377","O2512-057",""
"SO-20251568","Laserax","DS-20251379","O2512-058",""
"SO-20251690","Aerflite Canada Inc.","DS-20251380","O2512-059",""
"SO-20251736","Aerflite Canada Inc.","DS-20251380","O2512-059",""
"SO-20251607","Kulicke and Soffa Industries, Inc.","DS-20251381","O2512-060",""
"SO-20251753","Industrial PC","DS-20251382","O2512-061",""
"SO-20251756","Digikey","DS-20251383","O2512-062",""
"SO-20251645","Inficon Inc.","DS-20251385","O2512-063",""
"SO-20251572","Coleman Technologies, Inc. DBA Sciotex","DS-20251386","O2512-064",""
"SO-20251757","Digikey","DS-20251387","O2512-065",""
"SO-20251550","Acuitus Ag","DS-20251388","O2512-066",""
"SO-20251713","McMaster University","DS-20251389","O2512-067",""
"SO-20251775","Digikey","DS-20251390","O2512-068",""
"SO-20251764","California Designs & Systems, Inc.","DS-20251391","O2512-069",""
"SO-20251766","CCTV.Net","DS-20251392","O2512-070",""
"SO-20251660","Intuitive Surgical","DS-20251393","O2512-071",""
"SO-20251776","Digikey","DS-20251394","O2512-072",""
"SO-20251672","KoiReader Technologies, Inc.","DS-20251395","O2512-073",""
"SO-20251786","I4 SOLUTION, LLC","DS-20251396","O2512-074",""
"SO-20251636","Boston Scientific","DS-20260001","O2601-001",""
"SO-20251686","Boston Scientific","DS-20260002","O2601-002",""
"SO-20251733","Boston Scientific","DS-20260003","O2601-003",""
"SO-20251642","Echodyne Corp","DS-20260004","O2601-004",""
"SO-20251675","Construction Engineering Research Laboratory (CERL)","DS-20260005","O2601-005",""
"SO-20251659","ADS, INC.","DS-20260006","O2601-006",""
"SO-20251729","Scout AI Inc.","DS-20260007","O2601-007",""
"SO-20251643","Echodyne Corp","DS-20260008","O2601-008",""
"SO-20251791","I4 SOLUTION, LLC","DS-20260009","O2601-009",""
"SO-20251582","Phaseshift","DS-20260010","O2601-010",""
"SO-20251790","Traffic and Parking Control Co., LLC","DS-20260011","O2601-011",""
"SO-20251456","Pave Mobility","DS-20260012","O2601-012",""
"SO-20251478","Pave Mobility","DS-20260013","O2601-013",""
"SO-20251591","Pave Mobility","DS-20260014","O2601-014",""
"SO-20251638","PerceptView","DS-20250016","O2601-015",""
"SO-20251368","Maritime Applied Physics Corporation dba BlackSea Technologies","DS-20260017","O2601-016",""
"SO-20251724","Graftek Imaging Inc.","DS-20260018","O2601-017",""
"SO-20251782","Globus Medical","DS-20260019","O2601-018",""
"SO-20251689","FK MACHINERY LIMITED","DS-20260020","O2601-019",""
"SO-20251576","Scout AI Inc.","DS-20260021","O2601-020",""
"SO-20251044","Cognex Corporation","DS-20260022","O2601-021",""
"SO-20251749","General Technics Inc","DS-20260024","O2601-022",""
"SO-20251699","ASRC Federal","DS-20260025","O2601-023",""
"SO-20251761","Rightway Fasteners","DS-20260026","O2601-024",""
"SO-20251691","TK Airport Solutions Inc.","DS-20260027","O2601-025",""
"SO-20251728","Construction Engineering Research Laboratory (CERL)","DS-20260028","O2601-026",""
"SO-20251748","Rotor Technologies, Inc.","DS-20260029","O2601-027",""
"SO-20250601","Inficon Inc.","DS-20260030","O2601-028",""
"SO-20251539","Centre de technologies avanc?es BRP - Universit? de Sherbrooke (CTA)","DS-20260031","O2601-029",""
"SO-20251696","I4 SOLUTION, LLC","DS-20260032","O2601-030",""
"SO-20251653","LensLock, Inc.","DS-20260033","O2601-031",""
"SO-20251612","Tetra Choice LLC","DS-20260034","O2601-032",""
"SO-20251656","Mistras Group","DS-20260035","O2601-033",""
"SO-20251658","VulcanForms Inc.","DS-20260036","O2601-034",""
"SO-20251451","True North Enterprises","DS-20260037","O2601-035",""
"SO-20260014","Digikey","DS-20260038","O2601-036",""
"SO-20251720","Boston Scientific","DS-20260039","O2601-037",""
"SO-20251694","Velasea","DS-20260040","O2601-038",""
"SO-20251645","Inficon Inc.","DS-20260041","O2601-039",""
"SO-20251332","Monteris Medical","DS-20260042","O2601-040",""
"SO-20251777","Metal Minds","DS-20260043","O2601-041",""
"SO-20251789","Emergent Vision Technologies
Inc.","DS-20260044","O2601-042",""
"SO-20260017","Seafloor Systems, Inc","DS-20260045","O2601-043",""
"SO-20250701","Inficon Inc.","DS-20260046","O2601-044",""
"SO-20251693","Tarracor Robotics","DS-20260047","O2601-045",""
"SO-20251705","SAM Analytic Solutions","DS-20260048","O2601-046",""
"SO-20251637","Maritime Applied Physics Corporation dba BlackSea Technologies","DS-20260049","O2601-047",""
"SO-20260018","COAST Automation","DS-20260050","O2601-048",""
"SO-20260021","Industrial PC","DS-20260051","O2601-049",""
"SO-20251751","Advanced
Computer Concepts, Inc.","DS-20260052","O2601-050",""
"SO-20251629","International Road Dynamics Inc.","DS-20260053","O2601-051",""
"SO-20260035","Industrial PC","DS-20260054","O2601-052",""
"SO-20251726","Next Imaging, Inc.","DS-20260056","O2601-054",""
"SO-20251750","InflexionPoint, LLC","DS-20260058","O2601-056",""
"SO-20260009","InflexionPoint, LLC","DS-20260059","O2601-057",""
"SO-20251692","Neya Systems","DS-20260060","O2601-058",""
"SO-20251564","Navflex Inc.","DS-20260063","O2601-059",""
"SO-20251695","FireFly Automatix, Inc.","DS-20260065","O2601-061",""
"SO-20251646","MACHINEX INDUSTRIES INC.","DS-20260066","O2601-062",""
"SO-20251763","Boston Scientific","DS-20260067","O2601-063",""
"SO-20251706","WorkVis.io Inc","DS-20260068","O2601-064",""
"SO-20251698","Laserax","DS-20260069","O2601-065",""
"SO-20251714","Applied Intuition, Inc.","DS-20260070","O2601-066",""
"SO-20251765","Avista Realtime Systems","DS-20260071","O2601-067",""
"SO-20260013","Rivian","DS-20260072","O2601-068",""
"SO-20251031","Automated Environments","DS-20260073","O2601-069",""
"SO-20260039","PT Papertech Inc.","DS-20260075","O2601-070",""
"SO-20251569","Laserax","DS-20260076","O2601-071",""
"SO-20251546","RDI Technologies","DS-20260077","O2601-072",""
"SO-20260049","COAST Automation","DS-20260078","O2601-073",""
"SO-20251730","Advanced Construction Robotics","DS-20260079","O2601-074",""
"SO-20251566","Mainspring Energy, Inc.","DS-20260080","O2601-075",""
"SO-20251734","Musashi AI","DS-20260081","O2601-076",""
"SO-20251624","International
Automation Solutions","DS-20260082","O2601-077",""
"SO-20251738","Leidos, Inc.","DS-20260083","O2601-078",""
"SO-20251592","Precitec Inc.","DS-20260084","O2601-079",""
"SO-20251679","Applied Intuition, Inc.","DS-20260085","O2601-080",""
"SO-20251608","Brunswick Corporation","DS-20260087","O2601-081",""
"SO-20260032","Ank Solutions","DS-20260088","O2601-082",""
"SO-20260056","Induparts Supply Corp","DS-20260089","O2601-083",""
"SO-20260038","FK MACHINERY LIMITED","DS-20260090","O2601-084",""
"SO-20260001","UltraFlex Power Technologies","DS-20260091","O2601-085",""
"SO-20251560","SILGAN WHITE CAP LLC","DS-20260092","O2601-086",""
"SO-20260060","Boston Scientific","DS-20260087","O2601-087",""
"SO-20260075","Boston Scientific","DS-20260095","O2601-088",""
"SO-20251778","Adara Systems Ltd.","DS-20260096","O2601-089",""
"SO-20251768","Rayhawk","DS-20260097","O2601-090",""
"SO-20251564","Navflex Inc.","DS-20260098","O2601-091",""
"SO-20260090","COAST Automation","DS-20260099","O2601-092",""
"SO-20260044","COAST Automation","DS-20260100","O2601-093",""
"SO-20260109","Xiris Automation Inc.","DS-20260101","O2601-094",""
"SO-20260106","Boston Scientific","DS-20260102","O2601-095",""
"SO-20260107","Boston Scientific","DS-20260103","O2601-096",""
"SO-20260093","Scout AI Inc.","DS-20260104","O2601-097",""
"SO-20260111","Aeva","DS-20260105","O2601-098",""
"SO-20260132","Digikey","DS-20260106","O2601-099",""
"SO-20260085","Terra Energy Partners LLC","DS-20260107","O2601-100",""
"SO-20260119","California Designs & Systems, Inc.","DS-20260108","O2601-101",""
"SO-20251650","Emergent Vision Technologies
Inc.","DS-20260109","O2601-102",""
"SO-20260140","Digikey","DS-20260110","O2601-103",""
"SO-20260082","Aerflite Canada Inc.","DS-20260111","O2601-104",""
"SO-20260130","Rivian","DS-20260112","O2601-105",""
"SO-20250639","FireFly Automatix, Inc.","DS-20260114","O2601-106",""
"SO-20260020","COAST Automation","DS-20260115","O2601-107",""
"SO-20251758","Applied Intuition, Inc.","DS-20260117","O2601-108",""
"SO-20251560","SILGAN WHITE CAP LLC","DS-20260118","O2601-109",""
"SO-20260031","Outrun Robotics","DS-20260119","O2601-110",""
"SO-20251759","Applied Intuition, Inc.","DS-20260120","O2601-111",""
"SO-20260041","Digikey","DS-20260064","O26010-060",""
"SO-20260028","TRIVAD, Inc.","DS-20260057","O2601055",""
"SO-20260143","General Dynamics Information Technology, Inc.","DS-20260121","O2602-001",""
"SO-20260137","Carnegie Robotics","DS-20260122","O2602-002",""
"SO-20260118","Simple Vision Technology","DS-20260123","O2602-003",""
"SO-20260083","Fugro","DS-20260127","O2602-004",""
"SO-20260123","Boston Scientific","DS-20260128","O2602-005",""
"SO-20260127","Palladyne AI Corp.","DS-20260129","O2602-006",""
"SO-20260149","COAST Automation","DS-20260130","O2602-007",""
"SO-20260043","KoiReader Technologies, Inc.","DS-20260131","O2602-008",""
"SO-20260108","SVS-Vistek Inc","DS-20260132","O2602-009",""
"SO-20260079","Laserax","DS-20260133","O2602-010",""
"SO-20260004","ExcelSense Technologies","DS-20260134","O2602-011",""
"SO-20251673","Outrider Technologies, Inc.","DS-20260135","O2602-012",""
"SO-20260153","Boston Scientific","DS-20260136","O2602-013",""
"SO-20260154","Boston Scientific","DS-20260137","O2602-014",""
"SO-20260141","Woodside Electronics Corp.","DS-20260138","O2602-015",""
"SO-20260155","General Technics Inc","DS-20260139","O2602-016",""
"SO-20260162","CACI INC FEDERAL","DS-20260140","O2602-017",""
"SO-20251767","Rayhawk","DS-20260141","O2602-018",""
"SO-20251770","Rayhawk","DS-20260142","O2602-019",""
"SO-20260156","COAST Automation","DS-20260143","O2602-020",""
"SO-20260002","Jet Stream Systems Inc.","DS-20260144","O2602-021",""
"SO-20260015","Eagle Vizion","DS-20260147","O2602-022",""
"SO-20251725","Neteon Technologies, Inc.","DS-20260148","O2602-023",""
"SO-20251725","Neteon Technologies, Inc.","DS-20260148","O2602-023",""
"SO-20251032","Automated Environments","DS-20260149","O2602-024",""
"SO-20260125","Monteris Medical","DS-20260150","O2602-025",""
"SO-20260174","COAST Automation","DS-20260151","O2602-026",""
"SO-20260197","Digikey","DS-20260152","O2602-027",""
"SO-20260200","Digikey","DS-20260153","O2602-028",""
"SO-20260172","Cognex Corporation","DS-20260154","O2602-029",""
"SO-20260163","Mission Control","DS-20260155","O2602-030",""
"SO-20251664","Genie Mobility","DS-20260156","O2602-031",""
"SO-20251783","JAM Services, Inc.","DS-20260157","O2602-032",""
"SO-20251727","Ocean Power Technologies, Inc.","DS-20260158","O2602-033",""
"SO-20250726","Inficon Inc.","DS-20260159","O2602-034",""
"SO-20260186","COAST Automation","DS-20260160","O2602-035",""
"SO-20260159","XFABPRO Inc.","DS-20260161","O2602-036",""
"SO-20260198","Zebra Technologies Corporation","DS-20260163","O2602-037",""
"SO-20250728","Inficon Inc.","DS-20260164","O2602-038",""
"SO-20260042","PickNik Robotics","DS-20260165","O2602-039",""
"SO-20260204","Aerflite Canada Inc.","DS-20260166","O2602-040",""
"SO-20251637","Maritime Applied Physics Corporation dba BlackSea Technologies","DS-20260167","O2602-041",""
"SO-20260196","AbeTech","DS-20260168","O2602-042",""
"SO-20260124","Monteris Medical","DS-20260169","O2602-043",""
"SO-20251680","Navico Group Americas LLC","DS-20260170","O2602-044",""
"SO-20260030","COAST Automation","DS-20260172","O2602-045",""
"SO-20260051","FoxEyes Corporation","DS-20260173","O2602-046",""
"SO-20260129","Absolute Controls","DS-20260174","O2602-047",""
"SO-20251760","COAST Automation","DS-20260175","O2602-048",""
"SO-20260213","Cognex Corporation","DS-20260176","O2602-049",""
"SO-20260087","Lightning Pick","DS-20260177","O2602-050",""
"SO-20260166","Qualcomm Technologies, Inc.","DS-20260178","O2602-051",""
"SO-20250818","Celestica Inc.","DS-20260179","O2602-052",""
"SO-20260223","AbeTech","DS-20260180","O2602-053",""
"SO-20260003","Mistras Group","DS-20260184","O2602-054",""
"SO-20251784","Centre de technologies avanc?es BRP - Universit? de Sherbrooke (CTA)","DS-20260185","O2602-055",""
"SO-20260219","Cognex Corporation","DS-20260186","O2602-056",""
"SO-20260026","Virginia Tech Transportation Institute","DS-20260187","O2602-057",""
"SO-20260117","California Designs & Systems, Inc.","DS-20260188","O2602-058",""
"SO-20260062","Access Industrial","DS-20260189","O2602-059",""
"SO-20260232","Cyngn Inc.","DS-20260190","O2602-060",""
"SO-20260217","Sigma Design, Inc.","DS-20260191","O2602-061",""
"SO-20260206","MEDATech/Borterra","DS-20260192","O2602-062",""
"SO-20260238","Industrial PC","DS-20260193","O2602-063",""
"SO-20260034","Flywheel Data","DS-20260194","O2602-064",""
"SO-20260033","Velasea","DS-20260195","O2602-065",""
"SO-20260120","CLAAS of America","DS-20260196","O2602-066",""
"SO-20260061","Bisco Industries","DS-20260197","O2602-067",""
"SO-20260142","Woodside Electronics Corp.","DS-20260198","O2602-068",""
"SO-20251792","Monteris Medical","DS-20260199","O2602-069",""
"SO-20251746","Uber Technologies","DS-20260200","O2602-070",""
"SO-20260005","Musashi AI","DS-20260201","O2602-071",""
"SO-20260040","PT Papertech Inc.","DS-20260202","O2602-072",""
"SO-20260136","Vertus","DS-20260203","O2602-073",""
"SO-20260255","Digikey","DS-20260204","O2602-074",""
"SO-20260227","International Road Dynamics Inc.","DS-20260205","O2602-075",""
"SO-20260058","Kansas State University","DS-20260206","O2602-076",""
"SO-20260065","Maritime Applied Physics Corporation dba BlackSea Technologies","DS-20260207","O2602-077",""
"SO-20260007","Scout AI Inc.","DS-20260208","O2602-078",""
"SO-20260006","Isuzu Technical Center of America, Inc","DS-20260209","O2602-079",""
"SO-20251681","Candela Technologies Inc","DS-20260210","O2602-080",""
"SO-20260165","Qualcomm Technologies, Inc.","DS-20260211","O2602-081",""
"SO-20251785","Centre de technologies avanc?es BRP - Universit? de Sherbrooke (CTA)","DS-20260212","O2602-082",""
"SO-20251511","Keysight Technologies, Inc.","DS-20260213","O2602-083",""
"SO-20251512","Keysight Technologies, Inc.","DS-20260214","O2602-084",""
"SO-20251577","Mid-Atlantic Rugged Systems","DS-20260215","O2602-085",""
"SO-20251779","The Imaging Source, LLC","DS-20260216","O2602-086",""
"SO-20260066","Aerflite Canada Inc.","DS-20260217","O2602-087",""
"SO-20260135","InflexionPoint, LLC","DS-20260219","O2602-088",""
"SO-20260215","Laserax","DS-20260220","O2602-089",""
"SO-20260045","Noah Medical Corporation","DS-20260221","O2602-090",""
"SO-20251780","The Imaging Source, LLC","DS-20260224","O2602-091",""
"SO-20260134","InflexionPoint, LLC","DS-20260225","O2602-092",""
"SO-20260152","FK MACHINERY LIMITED","DS-20260226","O2602-093",""
"SO-20260239","Aerflite Canada Inc.","DS-20260227","O2602-094",""
"SO-20260064","Tesla, Inc.","DS-20260228","O2602-095",""
"SO-20260271","Tesla, Inc.","DS-20260229","O2602-096",""
"SO-20260224","FireFly Automatix, Inc.","DS-20260230","O2602-097",""
"SO-20260027","Automated Environments","DS-20260233","O2603-001",""
"SO-20260304","Digikey","DS-20260234","O2603-002",""
"SO-20260288","Win Reality Inc.","DS-20260235","O2603-003",""
"SO-20260110","Re:Build Manufacturing","DS-20260236","O2603-004",""
"SO-20251564","Navflex Inc.","DS-20260327","O2603-005",""
"SO-20260282","COAST Automation","DS-20260238","O2603-006",""
"SO-20260285","COAST Automation","DS-20260238","O2603-006",""
